TID,EngTitle,EngPurpose,LocalTitle,LocalPurpose,Type,Value,Value2,Count,RemoveItem,WorldTID,MapXYZ
48001,QMT_Title_001954,QMT_Purpose_001954,英雄赢,英雄赢,12,1007,0,1,0,2000,0
48002,QMT_Title_001955,QMT_Purpose_001955,杀害30人在敌方英雄,杀死敌人的用户30人英雄,6,1007,0,30,0,2000,0
48003,QMT_Title_001956,QMT_Purpose_001956,危险胜利前,危险胜利前,12,1008,0,1,0,2000,0
48004,QMT_Title_001957,QMT_Purpose_001957,造成10人死亡在以往的圣洁,来自各地的敌人危险用户杀死10人,6,1008,0,10,0,2000,0
48111,QMT_Title_001958,QMT_Purpose_001958,疾病治疗技术,疾病治疗技术,1,105001,0,2,0,2001,281.39|311.62|-1.66
48112,QMT_Title_001959,QMT_Purpose_001959,突击疾病治疗,突击疾病治疗,1,105002,0,2,0,2001,281.39|311.62|-1.66
48113,QMT_Title_001960,QMT_Purpose_001960,治疗瓶,治疗瓶,1,105003,0,2,0,2001,281.39|311.62|-1.66
48114,QMT_Title_001961,QMT_Purpose_001961,屏障破坏,屏障破坏,1,105004,0,3,0,2001,281.39|311.62|-1.66
48121,QMT_Title_001962,QMT_Purpose_001962,疾病治疗技术,疾病治疗技术,1,105201,0,3,0,2002,256.13|253.31|21.79
48122,QMT_Title_001963,QMT_Purpose_001963,突击疾病治疗,突击疾病治疗,1,105202,0,3,0,2002,256.13|253.31|21.79
48123,QMT_Title_001964,QMT_Purpose_001964,治疗瓶,治疗瓶,1,105203,0,3,0,2002,256.13|253.31|21.79
48124,QMT_Title_001965,QMT_Purpose_001965,销毁用品盒,销毁用品盒,1,105205,0,4,0,2002,257.17|322.12|26.02
48131,QMT_Title_001966,QMT_Purpose_001966,疾病治疗技术,疾病治疗技术,1,105401,0,4,0,2003,252.32|304.18|-1.68
48132,QMT_Title_001967,QMT_Purpose_001967,突击疾病治疗,突击疾病治疗,1,105402,0,4,0,2003,252.32|304.18|-1.68
48133,QMT_Title_001968,QMT_Purpose_001968,治疗瓶,治疗瓶,1,105403,0,4,0,2003,252.32|304.18|-1.68
48134,QMT_Title_001969,QMT_Purpose_001969,销毁用品盒,销毁用品盒,1,105405,0,5,0,2003,285.67|285.14|-1.65
48141,QMT_Title_001970,QMT_Purpose_001970,突击部队撤出治疗瓶销毁,突击疾病治疗,1,105601,0,6,0,2004,321.45|145.67|-12.97
48142,QMT_Title_001971,QMT_Purpose_001971,枪手杀死撤军破坏,枪手杀害,1,105602,0,6,0,2004,321.45|145.67|-12.97
48143,QMT_Title_001972,QMT_Purpose_001972,厄运之锤销毁储存袋马力,保存马力销毁,1,105604,0,6,0,2004,321.45|145.67|-12.97
48991,,,使用隐形传态已序,使用隐形传态已序,4,20249,0,1,1,2000,0
48992,,,使用隐形传态已序,使用隐形传态已序,4,20250,0,1,1,2000,0
49001,QMT_Title_001973,QMT_Purpose_001973,疾病治疗技术,疾病治疗技术,1,105001,0,2,0,2001,281.39|311.62|-1.66
49003,QMT_Title_001974,QMT_Purpose_001974,突击疾病治疗,突击疾病治疗,1,105002,0,2,0,2001,281.39|311.62|-1.66
49004,QMT_Title_001975,QMT_Purpose_001975,治疗瓶,治疗瓶,1,105003,0,2,0,2001,281.39|311.62|-1.66
49002,QMT_Title_001976,QMT_Purpose_001976,屏障破坏,屏障破坏,1,105004,0,3,0,2001,281.39|311.62|-1.66
49005,QMT_Title_001977,QMT_Purpose_001977,使用移动战场已序,使用移动战场已序,4,20213,0,1,1,2000,188.82|326.72|8.20
49006,QMT_Title_001978,QMT_Purpose_001978,现场使用退货订单,现场使用退货订单,4,20214,0,1,1,2001,1965.15|5031.05|139.60
49011,QMT_Title_001979,QMT_Purpose_001979,疾病治疗技术,疾病治疗技术,1,105201,0,3,0,2002,256.13|253.31|21.79
49016,QMT_Title_001980,QMT_Purpose_001980,突击疾病治疗,突击疾病治疗,1,105202,0,3,0,2002,256.13|253.31|21.79
49017,QMT_Title_001981,QMT_Purpose_001981,治疗瓶,治疗瓶,1,105203,0,3,0,2002,256.13|253.31|21.79
49012,QMT_Title_001982,QMT_Purpose_001982,销毁用品盒,销毁用品盒,1,105205,0,4,0,2002,257.17|322.12|26.02
49013,QMT_Title_001983,QMT_Purpose_001983,深色木材处理,深色木材处理,1,105204,0,1,0,2002,258.23|343.41|26.40
49018,QMT_Title_001984,QMT_Purpose_001984,拆迁徽章收购,拆迁徽章收购,3,20217,0,1,1,2002,258.23|343.41|26.40
49014,QMT_Title_001985,QMT_Purpose_001985,使用移动战场已序,使用移动战场已序,4,20215,0,1,1,2000,267.48|126.63|31.69
49015,QMT_Title_001986,QMT_Purpose_001986,现场使用退货订单,现场使用退货订单,4,20216,0,1,1,2002,1164.71|5071.42|56.59
49021,QMT_Title_001987,QMT_Purpose_001987,疾病治疗技术,疾病治疗技术,1,105401,0,4,0,2003,252.32|304.18|-1.68
49026,QMT_Title_001988,QMT_Purpose_001988,突击疾病治疗,突击疾病治疗,1,105402,0,4,0,2003,252.32|304.18|-1.68
49027,QMT_Title_001989,QMT_Purpose_001989,治疗瓶,治疗瓶,1,105403,0,4,0,2003,252.32|304.18|-1.68
49022,QMT_Title_001990,QMT_Purpose_001990,销毁用品盒,销毁用品盒,1,105405,0,5,0,2003,285.67|285.14|-1.65
49023,QMT_Title_001991,QMT_Purpose_001991,血木材处理,血木材处理,1,105404,0,1,0,2003,307.68|233.41|-0.56
49028,QMT_Title_001992,QMT_Purpose_001992,获取作战计划,获取作战计划,3,20220,0,1,1,2003,307.68|233.41|-0.56
49024,QMT_Title_001993,QMT_Purpose_001993,使用移动战场已序,使用移动战场已序,4,20218,0,1,1,2000,189.06|325.23|8.20
49025,QMT_Title_001994,QMT_Purpose_001994,现场使用退货订单,现场使用退货订单,4,20219,0,1,1,2003,1625.40|3893.50|148.52
49031,QMT_Title_001995,QMT_Purpose_001995,使用战场移动牛爬行,使用战场移动牛爬行,4,21015,0,1,1,2000,0
49032,QMT_Title_001996,QMT_Purpose_001996,现场使用滚动回,现场使用滚动回,4,21016,0,1,1,2000,0
49033,QMT_Title_001997,QMT_Purpose_001997,突击部队撤出治疗瓶销毁,突击疾病治疗,1,105601,0,6,0,2004,321.45|145.67|-12.97
49036,QMT_Title_001998,QMT_Purpose_001998,枪手杀死撤军破坏,枪手杀害,1,105602,0,6,0,2004,321.45|145.67|-12.97
49034,QMT_Title_001999,QMT_Purpose_001999,厄运之锤销毁储存袋马力,保存马力销毁,1,105604,0,6,0,2004,321.45|145.67|-12.97
49035,QMT_Title_002000,QMT_Purpose_002000,启租赁军队撤出杀伤性援助,冯租赁援助,1,105605,0,1,0,2004,312.17|337.44|38.53
49037,QMT_Title_002001,QMT_Purpose_002001,撤柜销毁收购计划的部队活动,撤柜销毁收购计划的部队活动,3,21017,0,1,1,2004,312.17|337.44|38.53
49041,QMT_Title_002002,QMT_Purpose_002002,使用滚动战场,使用滚动战场,4,21282,0,1,1,2000,0
49042,QMT_Title_002003,QMT_Purpose_002003,现场使用滚动回,现场使用滚动回,4,21283,0,1,1,2000,0
49043,QMT_Title_002004,QMT_Purpose_002004,邪恶的沙漠强制狂战士杀,狂战士杀,1,105801,0,20,0,2005,95.11|317.55|-11.17
49046,QMT_Title_002005,QMT_Purpose_002005,刺客援助沙漠恶势力,刺客杀,1,105802,0,20,0,2005,95.11|317.55|-11.17
49044,QMT_Title_002006,QMT_Purpose_002006,拆迁联盟水袋收集,拆迁联盟水袋收集,3,21284,0,20,1,2005,95.11|317.55|-11.17
49045,QMT_Title_002007,QMT_Purpose_002007,指挥官说，阿斯达援助,指挥官说，阿斯达援助,1,105804,0,1,0,2005,70.76|305.23|-9.85
49050,QMT_Title_002008,QMT_Purpose_002008,碎片的顺序移动请到了地上。,碎片的顺序移动请到了地上。,4,21518,0,1,1,2006,0
49051,QMT_Title_002009,QMT_Purpose_002009,请得分从地面锥子非特异性碎屑。,锥子非治疗。,1,110013,0,17,0,2006,333.23|166.28|21.37
49055,QMT_Title_002010,QMT_Purpose_002010,请从地面杂物非特异性得分爆炸。,爆炸杀死大米。,1,110014,0,17,0,2006,333.23|166.28|21.37
49052,QMT_Title_002011,QMT_Purpose_002011,请钢手柄从地面非特异性碎屑。,未处理的钢。,1,110015,0,1,0,2006,346.59|231.71|22.61
49053,QMT_Title_002012,QMT_Purpose_002012,星辰碎片得分锥子水稻从地面爆炸请收回了一块白色的星星。,白星片收集。,3,21519,0,30,1,2006,333.23|166.28|21.37
49054,QMT_Title_002013,QMT_Purpose_002013,请收集从星形接地得分钢和非特异性碎片珠。,分珠数量。,3,21520,0,1,1,2006,346.59|231.71|22.61
49061,QMT_Title_002014,QMT_Purpose_002014,请碎片的天空精灵从地得分灰尘。,灰尘精灵天空的注意。,1,110010,0,17,0,2006,324.97|373.64|26.76
49065,QMT_Title_002015,QMT_Purpose_002015,请进球疯狂的天空妖精地上的碎片。,哥布林天空疯狂的援助。,1,110011,0,17,0,2006,324.97|373.64|26.76
49062,QMT_Title_002016,QMT_Purpose_002016,请从前提援卡鲁嘉碎片。,汽车卡鲁援助。,1,110012,0,1,0,2006,378.85|367.49|32.64
49063,QMT_Title_002017,QMT_Purpose_002017,星星碎片得分灰尘天空疯狂的天空和地精和天空妖精妖精，请恢复暂停的席位。,地精天空恢复浮动席位。,3,21521,0,30,1,2006,324.97|373.64|26.76
49064,QMT_Title_002018,QMT_Purpose_002018,从汽车卡鲁处理和被污染的悬浮??座椅恢复地面请碎片。,污染悬浮三次。,3,21522,0,1,1,2006,378.85|367.49|32.64
49071,QMT_Title_002019,QMT_Purpose_002019,请明镜清扫杀死黑暗火焰碎片从地面。,黑暗火焰清扫车德的治疗。,1,110007,0,17,0,2006,516.08|255.92|41.22
49075,QMT_Title_002020,QMT_Purpose_002020,请明镜清扫碎片杀死黑暗冰冷的地面上。,杀死黑暗寒冷的DER清扫车。,1,110008,0,17,0,2006,516.08|255.92|41.22
49072,QMT_Title_002021,QMT_Purpose_002021,独家请杀kyuteo从地面的碎片。,至尊kyuteo援助。,1,110009,0,1,0,2006,516.08|255.92|41.22
49073,QMT_Title_002022,QMT_Purpose_002022,通过在土地明镜清扫机处理的薄片和请恢复扭曲的痕迹。,扭曲的痕迹收集。,3,21523,0,30,1,2006,516.08|255.92|41.22
49074,QMT_Title_002023,QMT_Purpose_002023,星辰碎片从地上爬，杀死至尊kyuteo请恢复失真。,扭曲恢复。,3,21524,0,1,1,2006,516.08|255.92|41.22
49081,QMT_Title_002024,QMT_Purpose_002024,请处理来自呼吸少地死星的碎片。,死亡气息少的过程。,1,110004,0,17,0,2006,604.53|164.78|32.71
49085,QMT_Title_002025,QMT_Purpose_002025,请处理气息从星星莱斯地上杂物的暗杀行动。,莱斯暗杀呼吸治疗。,1,110005,0,17,0,2006,604.53|164.78|32.71
49082,QMT_Title_002026,QMT_Purpose_002026,请从地面铁路通道杂物具体的援助。,莱斯处理工艺。,1,110006,0,1,0,2006,645.98|151.62|32.19
49083,QMT_Title_002027,QMT_Purpose_002027,经过呼吸，较少从该处处理碎片，请恢复黑暗的承诺。,质押恢复黑暗。,3,21525,0,30,1,2006,604.53|164.78|32.71
49084,QMT_Title_002028,QMT_Purpose_002028,莱斯从地面获得治疗碎片和请恢复心灵的承诺。,质押复苏的灵魂。,3,21526,0,1,1,2006,645.98|151.62|32.19
49091,QMT_Title_002029,QMT_Purpose_002029,星辰碎片的处所，请杀巨魔战士的骨灰。,巨魔战士援助灰烬。,1,110001,0,17,0,2006,648.43|346.62|21.41
49095,QMT_Title_002030,QMT_Purpose_002030,请从灰烬巨魔萨满地杀死被碎片。,巨魔萨满援助灰烬。,1,110002,0,17,0,2006,648.43|346.62|21.41
49092,QMT_Title_002031,QMT_Purpose_002031,通过从地面杂物请去rolrol得分。,德rolrol援助。,1,110003,0,1,0,2006,684.91|280.32|23.37
49093,QMT_Title_002032,QMT_Purpose_002032,从地面和灰巨魔部族碎片杀害，请恢复黑暗的决定。,确定黑暗的恢复。,3,21527,0,30,1,2006,648.43|346.62|21.41
49094,QMT_Title_002033,QMT_Purpose_002033,星辰碎片从地面和打分德rolrol请恢复在黑暗中珠。,珠复苏的黑暗。,3,21528,0,1,1,2006,684.91|280.32|23.37
500001,QMT_Title_002034,QMT_Purpose_002034,从骑士特利皮特身上得到叶子。,收集特利皮特的叶子,3,25000,0,2,1,2000,6909.55|7817.54|79.83
500002,QMT_Title_002035,QMT_Purpose_002035,所收集的斑蒂草在村子周围的灌木丛袋草中。,采集袋草,3,25001,0,2,1,2000,6967.13|7894.15|83.00
500003,QMT_Title_002036,QMT_Purpose_002036,在肥沃的土壤与非杰拉对话。,杰拉并在该处无脂肪的对话,2,51077,0,1,1,2000,7007.19|8002.17|91.16
500004,QMT_Title_002037,QMT_Purpose_002037,杀死古木哥布林长老，获得它的头部。,获得哥布林的头,3,25002,0,1,1,2000,7003.81|7987.67|91.16
500005,QMT_Title_002038,QMT_Purpose_002038,从深渊花采集花刺。,采集深渊花,3,25004,0,2,1,2000,6975.73|7990.05|90.70
500006,QMT_Title_002039,QMT_Purpose_002039,使用安全后订单转移。,使用移动哨所订购,4,25205,0,1,1,2000,0
501006,QMT_Title_002040,QMT_Purpose_002040,对话哦持有哨所。,呵呵坚持安全岗位对话,2,51003,0,1,0,2000,6932.07|8308.40|129.09
500007,QMT_Title_002041,QMT_Purpose_002041,击杀大笼波西肯，获得波西肯腿。,收集波西肯腿,3,25005,0,5,1,2000,7063.46|8476.18|125.58
500008,QMT_Title_002042,QMT_Purpose_002042,谈话与记者的嗡嗡声在藤蔓研究所。,按嗡嗡声和交谈的葡萄研究所,2,51010,0,1,0,2000,6993.39|8527.98|111.20
500009,QMT_Title_002043,QMT_Purpose_002043,击杀黑骑士布里德米尔。,黑骑士布里德米尔,1,50581,0,6,1,2000,7381.42|8624.76|165.00
500010,QMT_Title_002044,QMT_Purpose_002044,从错误计算瘟疫骷髅头骨虫眼。,虫眼骷髅收集,3,25006,0,5,1,2000,7558.11|8526.74|221.24
500011,QMT_Title_002045,QMT_Purpose_002045,从叶片根部获得饲料树根喂树。,叶根喂树根集合,3,25094,0,5,1,2000,7300.95|8284.46|140.00
500012,QMT_Title_002046,QMT_Purpose_002046,从入口入口被激怒的柏树获得纠正的灵魂。,入口灵魂修改集合,3,25095,0,5,1,2000,7560|8379|170
500013,QMT_Title_002047,QMT_Purpose_002047,在天空和勃兰登堡对话膨胀基地。,勃兰登堡和对话在天空中膨胀的,2,51019,0,1,0,2000,7286.11|8034.07|98.99
500014,QMT_Title_002048,QMT_Purpose_002048,计算辟邪一杯杯Seorin区别的差异本质。,不同的眼镜精华收集,3,25096,0,5,1,2000,7513.64|7910.64|119.00
500015,QMT_Title_002049,QMT_Purpose_002049,在收集来自湖附近的实体树的分支。,实体的分支机构收集,3,25097,0,5,1,2000,7350.80|7722.86|69.72
500016,QMT_Title_002050,QMT_Purpose_002050,SHINEE使用拐杖精神。,SHINEE使用拐杖精神,4,25098,0,1,1,2000,7350.82|7834.34|95.06
500017,QMT_Title_002051,QMT_Purpose_002051,在环检查站的对话和阿斯达。,Asda和中环的检查站进行对话,2,51024,0,1,0,2000,7244.56|7515.33|69.15
500018,QMT_Title_002052,QMT_Purpose_002052,杀红差异，计算心脏干眼镜。,不同的心脏收集杯,3,25099,0,6,1,2000,7398.79|7427.64|81.06
501018,QMT_Title_002053,QMT_Purpose_002053,血腥得分树枝的差异，并计算分支。,不同类型的眼镜收藏,3,25100,0,6,1,2000,7398.79|7427.64|81.06
500019,QMT_Title_002054,QMT_Purpose_002054,毒液是从七个步骤改性亡灵获得。,修改灵魂收集,3,25101,0,1,1,2000,7271.96|7263.98|88.00
500020,QMT_Title_002055,QMT_Purpose_002055,该得分是耳鼻喉科。,高考被视为,1,50683,0,1,0,2000,7549.06|7244.24|94.00
500021,QMT_Title_002056,QMT_Purpose_002056,击杀骑士特利皮特。,杀骑士特利皮特,1,50501,0,2,0,2000,6909.55|7817.54|79.83
500022,QMT_Title_002057,QMT_Purpose_002057,击杀饥饿骑士特利皮特，得到特利皮特花叶。,收集特利皮特花叶,3,25007,0,2,1,2000,6887.93|7866.48|62.00
500023,QMT_Title_002058,QMT_Purpose_002058,采集苔藓的岩石。,长满青苔的岩石收集,3,25008,0,2,1,2000,6962.56|7942.68|84.00
500024,QMT_Title_002059,QMT_Purpose_002059,对话和沃土gadeo,Gadeo和沃土对话,7,25009,0,1,1,2000,6889.79|8029.52|79.24
500025,QMT_Title_002060,QMT_Purpose_002060,从一棵小树收集树枝条。,小枝收集,3,25010,0,2,1,2000,6967.66|8022.70|90.13
500026,QMT_Title_002061,QMT_Purpose_002061,在丛林村庄的对话和gadeo,与gadeo在丛林村庄交谈,2,51006,0,1,0,2000,6889.79|8029.52|79.24
500027,QMT_Title_002062,QMT_Purpose_002062,击杀古木哥布林。,古木哥布林,1,50511,0,3,0,2000,6991.69|7953.15|84.00
500028,QMT_Title_002063,QMT_Purpose_002063,击杀古木哥布林猎人，获得巡查队之剑。,收集巡查队之剑,3,25011,0,3,1,2000,6969.31|7904.43|83.00
501028,QMT_Title_002064,QMT_Purpose_002064,击杀古木哥布林猎人，获得巡查队铠甲。,巡逻盔甲收藏,3,25012,0,3,1,2000,6969.31|7904.43|83.00
500029,QMT_Title_002065,QMT_Purpose_002065,击杀古木哥布林监视员。,古木哥布林监视员,1,50513,0,3,0,2000,6973.94|7968.95|84.00
500030,QMT_Title_002066,QMT_Purpose_002066,与岗亭和惠特克的对话,惠特克和安全岗位对话,2,51007,0,1,0,2000,6928.74|8308.39|129.13
500031,QMT_Title_002067,QMT_Purpose_002067,收集蛇草。,采摘蛇草,3,25202,0,2,1,2000,6906.88|8204.44|131.62
500032,QMT_Title_002068,QMT_Purpose_002068,毒材料从老树哥布林的皮革袋获得。,毒材料收集,3,25196,0,4,1,2000,6940.87|8163.97|127.35
500033,QMT_Title_002069,QMT_Purpose_002069,摧毁哥布林园地的毒药。,破坏剧毒之地,1,50684,0,5,0,2000,7041.20|8160.68|123.08
500034,QMT_Title_002070,QMT_Purpose_002070,击杀饥饿母体巨角特利皮特。,饥饿母体巨角特利皮特,1,50532,0,5,0,2000,6999.46|8133.97|116.60
501034,QMT_Title_002071,QMT_Purpose_002071,击杀古木哥布林样式。,古木哥布林样式,1,50523,0,5,0,2000,7021.13|8132.45|119.49
500035,QMT_Title_002072,QMT_Purpose_002072,击杀特利皮特女王贪吃之花。,特利皮特女王贪吃之花,1,50533,0,4,0,2000,6869.32|8165.78|136.00
500036,QMT_Title_002073,QMT_Purpose_002073,谈话来到哨所和reumi,Reumi整个谈话的哨位,2,51008,0,1,0,2000,6926.32|8299.79|121.88
500037,QMT_Title_002074,QMT_Purpose_002074,击杀恶臭布里德米尔。,恶臭布里德米尔,1,50551,0,5,0,2000,6820.03|8462.51|96.06
500038,QMT_Title_002075,QMT_Purpose_002075,击杀铁甲波西肯。,铁甲波西肯,1,50541,0,5,0,2000,7048.27|8365.69|129.00
500039,QMT_Title_002076,QMT_Purpose_002076,采集波西肯卵。,收集波西肯卵,3,25014,0,2,1,2000,7048.49|8369.35|130.11
500040,QMT_Title_002077,QMT_Purpose_002077,击杀五彩翅膀，获得五色翅膀心脏。,收集五色翅膀心脏,3,25015,0,1,1,2000,7027.50|8392.39|132.00
500041,QMT_Title_002078,QMT_Purpose_002078,击杀大笼波西肯，获得波西肯体液。,收集波西肯体液,3,25016,0,5,1,2000,7034.27|8384.25|130.00
500042,QMT_Title_002079,QMT_Purpose_002079,击杀铁甲波西肯，获得波西肯毒针。,收集波西肯毒针,3,25017,0,5,1,2000,6967.82|8320.45|130.00
500043,QMT_Title_002080,QMT_Purpose_002080,谈话与记者的嗡嗡声在藤蔓研究所。,按嗡嗡声和交谈的葡萄研究所,7,25018,0,1,1,2000,6996.19|8538.29|111.00
500044,QMT_Title_002081,QMT_Purpose_002081,击杀毒香布里德米尔，获得布里德米尔气味口袋。,收集布里德米尔气味口袋,3,25019,0,5,1,2000,6900.42|8567.22|90.48
500045,QMT_Title_002082,QMT_Purpose_002082,使用引厂气味口袋中的岩石。,使用香味袋,4,25019,0,1,1,2000,6819.00|8494.76|93.60
500046,QMT_Title_002083,QMT_Purpose_002083,击杀布里德米尔女王锯齿脚趾。,干掉女王,1,50553,0,1,0,2000,6772.10|8554.37|100.92
500047,QMT_Title_002084,QMT_Purpose_002084,在沼泽营地时尚机甲的对话。,机甲时尚和沼泽阵营对话,2,51013,0,1,0,2000,7202.75|8394.68|153.00
500048,QMT_Title_002085,QMT_Purpose_002085,击杀毒香布里德米尔，获得布里德米尔花粉。,收集布里德米尔花粉,3,25020,0,5,1,2000,6900.42|8567.22|90.48
500049,QMT_Title_002086,QMT_Purpose_002086,击杀养成布里德米尔，获得布里德米尔蜂蜜。,收集布里德米尔蜂蜜,3,25021,0,5,1,2000,7122.81|8490.24|132.64
500050,QMT_Title_002087,QMT_Purpose_002087,采摘疗伤草从地上的伤口草。,采集伤口草,3,25022,0,5,1,2000,7174.32|8570.37|138.63
500051,QMT_Title_002088,QMT_Purpose_002088,击杀古木哥布林战士。,古木哥布林战士,1,50571,0,6,0,2000,7167.23|8515.16|136.00
500052,QMT_Title_002089,QMT_Purpose_002089,击杀哥布林祭祀长可可鲁。,干掉可可鲁,1,50573,0,1,0,2000,7175.04|8590.43|138.77
500053,QMT_Title_002090,QMT_Purpose_002090,藤蔓对话趴在森林,在森林藤蔓清莱对话,2,51012,0,1,0,2000,7130.56|8440.18|131.65
500054,QMT_Title_002091,QMT_Purpose_002091,采集消肿草。,采集消肿草,3,25023,0,5,1,2000,7111.07|8523.91|130.99
500055,QMT_Title_002092,QMT_Purpose_002092,赖并护送到安全的地方。,清莱护航,5,4418,0,1,0,2000,6971.63|8539.68|111.20
500056,QMT_Title_002093,QMT_Purpose_002093,采集骷髅草。,收集骷髅草,3,25197,0,5,1,2000,7288.96|8378.12|136.00
500057,QMT_Title_002094,QMT_Purpose_002094,在营用驱蚊剂涂在骨架树。,用驱蚊剂涂头骨,4,25024,0,1,1,2000,7471.46|8540.77|186.36
500058,QMT_Title_002095,QMT_Purpose_002095,击杀恶臭骷髅蛆虫。,杀恶臭骷髅蛆虫,1,50591,0,6,0,2000,7454.00|8558.00|185.10
500059,QMT_Title_002096,QMT_Purpose_002096,击杀尸体巡查者。,击杀尸体巡查者,1,50592,0,1,0,2000,7457.31|8618.73|190.08
500060,QMT_Title_002097,QMT_Purpose_002097,击杀红骑士布里德米尔，并收集它的腿。,收集红骑士的腿,3,25025,0,5,1,2000,7363.88|8622.03|163.04
500061,QMT_Title_002098,QMT_Purpose_002098,击杀饥饿疫病骷髅蛆虫，并收集它的内脏。,收集骷髅虫内脏,3,25026,0,5,1,2000,7550.96|8599.03|230.96
500062,QMT_Title_002099,QMT_Purpose_002099,在沼泽阵营的ranhel和对话。,Ranhel和沼泽阵营对话,7,25027,0,1,1,2000,7192.91|8400.43|149.76
500063,QMT_Title_002100,QMT_Purpose_002100,采集月光草。,采集月光草,3,25028,0,5,1,2000,7300.18|8485.51|144.00
500064,QMT_Title_002101,QMT_Purpose_002101,击杀贪吃甲虫，并获得她的翅膀。,贪吃甲虫的翅膀收集,3,25029,0,1,1,2000,7534.36|8619.38|231.15
500065,QMT_Title_002102,QMT_Purpose_002102,使用引诱药剂引诱风驰骷髅虫。,使用引诱秘药,4,25030,0,1,1,2000,7595.71|8601.02|231.06
501065,QMT_Title_002103,QMT_Purpose_002103,杀死虫子寻求它的心脏。,取得骷髅虫心脏,3,25031,0,1,1,2000,7595.71|8601.02|231.06
500066,QMT_Title_002104,QMT_Purpose_002104,Lane和对话期间，悲伤沼泽。,当与悲伤沼泽里的对话,2,51017,0,1,0,2000,7386.88|8264.34|128.08
500067,QMT_Title_002105,QMT_Purpose_002105,从单日根得到的粉末喂树。,奇怪的粉末收集,3,25033,0,5,1,2000,7178.01|8340.40|138.46
500068,QMT_Title_002106,QMT_Purpose_002106,在塞尼卡利亚塞尼卡利亚皮娅皮娅池和收集池。,全采集皮娅塞尼卡利亚,3,25034,0,5,1,2000,7289.74|8237.61|134.34
500069,QMT_Title_002107,QMT_Purpose_002107,在沼泽阵营的ranhel和对话。,Ranhel和沼泽阵营对话,7,25035,0,1,1,2000,7234.09|8378.17|156.44
500070,QMT_Title_002108,QMT_Purpose_002108,刀杀死根部喂树。,叶根喂树援助,1,50612,0,6,0,2000,7247.83|8279.93|140.00
501070,QMT_Title_002109,QMT_Purpose_002109,钢援助根喂树。,钢铁树根和饲料援助,1,50613,0,6,0,2000,7220.23|8327.87|138.28
500071,QMT_Title_002110,QMT_Purpose_002110,Lane和对话期间，悲伤沼泽。,当与悲伤沼泽里的对话,7,25036,0,1,1,2000,7390.36|8249.88|127.00
500072,QMT_Title_002111,QMT_Purpose_002111,从石头堆里收集石雕像。,石雕收集,3,25037,0,5,1,2000,7528.26|8380.59|171.00
501072,QMT_Title_002112,QMT_Purpose_002112,从水晶堆里收集水晶雕像。,水晶雕像收集,3,25038,0,5,1,2000,7537.92|8409.22|172.00
500073,QMT_Title_002113,QMT_Purpose_002113,采集轻拂花叶。,采摘轻花,3,25217,0,5,1,2000,7357.19|8304.21|129.96
500074,QMT_Title_002114,QMT_Purpose_002114,使用唠叨卷轴。,使用唠叨卷轴,4,25040,0,1,1,2000,7526.63|8323.21|159.17
500075,QMT_Title_002115,QMT_Purpose_002115,从愤怒安提兰斯获得炸弹。,收集炸弹,3,25041,0,5,1,2000,7592.50|8228.80|138.73
500076,QMT_Title_002116,QMT_Purpose_002116,血石获得。,血石收集,3,25046,0,5,1,2000,7377.16|8189.70|120.00
500077,QMT_Title_002117,QMT_Purpose_002117,修改后的爆炸。,使用炸弹,4,25042,0,1,1,2000,7537.92|8409.22|172.00
500078,QMT_Title_002118,QMT_Purpose_002118,击杀永生树枝艾尔拉候。,击杀艾尔拉候,1,50623,0,1,0,2000,7583.80|8209.26|138.00
500079,QMT_Title_002119,QMT_Purpose_002119,在天空中膨胀的与帕森斯的对话。,在天空中膨胀的与帕森斯对话,2,51018,0,1,0,2000,7289.53|8024.56|98.00
500080,QMT_Title_002120,QMT_Purpose_002120,击杀愤怒老松树安提兰斯，并获得次元门雕像。,收集次元门雕像,3,25043,0,5,1,2000,7557|8338|168
500081,QMT_Title_002121,QMT_Purpose_002121,使用变幻追踪水晶。,使用转换跟踪水晶,4,25044,0,1,1,2000,7381.17|8242.00|126.91
500082,QMT_Title_002122,QMT_Purpose_002122,杀死愤怒安提兰斯，寻求魔法水晶。,收集变幻的魔法水晶,3,25045,0,5,1,2000,7530.77|8388.21|171.83
500083,QMT_Title_002123,QMT_Purpose_002123,摧毁长脚趾老虎蚁卵。,破坏长脚趾老虎蚁卵,1,50685,0,6,0,2000,7417.70|8049.27|101.10
500084,QMT_Title_002124,QMT_Purpose_002124,杀死长脚趾虎蜘蛛。,杀长脚趾虎蜘蛛,1,50631,0,6,0,2000,7409.22|8050.69|101.00
501084,QMT_Title_002125,QMT_Purpose_002125,杀死毒脚趾虎蜘蛛。,杀毒脚趾虎蜘蛛,1,50632,0,6,0,2000,7442.95|8051.38|105.00
500085,QMT_Title_002126,QMT_Purpose_002126,收集毒爪凶蜘蛛卵。,收集毒爪凶蜘蛛卵,3,25047,0,5,1,2000,7343.95|8077.41|99.09
500086,QMT_Title_002127,QMT_Purpose_002127,从枯树上收集古木草药。,采集枯树,3,25048,0,5,1,2000,7324.27|8120.15|109.73
500087,QMT_Title_002128,QMT_Purpose_002128,由钢铁脚趾虎蜘蛛的唾液腺得到。,蜘蛛收集唾液腺,3,25049,0,1,1,2000,7411.08|8038.99|100.93
