TID,Comment,Type,Movie,Image,Camera,TargetTID,EngDesc,LocalDesc,,,,,,,
758,,0,,,quest_cam_alone_chest_buff,2122,QST_Desc_000392,所有魔法的破坏，日光式是什么表情呢？就觉得很开心。,,,,,,,
761,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000393,警卫，雷姆推新防御帮助。好了，我会这好方法帮助你的事情吧。,,,,,,,
762,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000394,我作为哨兵的花园就好了。/ / n和n代好石板考古发现。/ / n，n为哨兵，石板给好了来不了了。,,,,,,,
763,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000395,在快速眼动研好冷，好究考古代石板。,,,,,,,
765,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000396,哨兵的好礼品好石板院子里代回收。,,,,,,,
767,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000397,考古代好守护者的哨兵也GetName $（）完全没有威胁。,,,,,,,
768,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000398,粗略的，但还是亲自看得令人吃惊。,,,,,,,
769,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000399,预言的新好GetName狮子$（）我想这么说。。。。,,,,,,,
770,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000400,抱歉！ 现在就当没听到吧,,,,,,,
771,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000401,看来我太兴奋了,,,,,,,
775,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000402,古代的石板上写的内容大部分都是 我方已经掌握的信息。 /n /n 但也不是全无收获 ,,,,,,,
776,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000403,"现在可以确认，古代的遗迹, 现在的???的庭院地带有存在古愣的记载",,,,,,,
777,,0,,,quest_cam_alone_medium_buff,2114,QST_Desc_000404,古愣指挥应该在状态，但有待考究,,,,,,,
781,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000405,谁 ?... 把握不了…内容 ?...,,,,,,,
791,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000406,由于古愣术师的控制….  技能被限制…,,,,,,,
792,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000407,古愣术师…处置 欲望…,,,,,,,
797,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000408,确认限制技能的存在消失了还找我有什么事吗？,,,,,,,
801,,0,,,quest_cam_alone_medium_buff,2131,QST_Desc_000409,为了 控制 周围的 古愣 需要中介装置 ,,,,,,,
802,,0,,,quest_cam_alone_medium_buff,2131,QST_Desc_000410,如果需要控制古愣请确认中介装置,,,,,,,
807,,0,,,quest_cam_alone_medium_buff,2131,QST_Desc_000411,确认中介装置 进行古愣控制 ,,,,,,,
811,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000412,控制被拒绝,,,,,,,
812,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000413,把握理由,,,,,,,
813,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000414,理由，感觉到了周围强大的魔力场,,,,,,,
814,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000415,结论就是，为了控制古愣，消灭魔力场吧,,,,,,,
817,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000416,确认消灭魔力场,,,,,,,
818,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000417,开始控制古愣,,,,,,,
819,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000418,控制古愣完成,,,,,,,
820,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000419,接到命令的时候为止进入待机状态,,,,,,,
831,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000420,感觉到了周围光的气息,,,,,,,
832,,0,,,quest_cam_alone_chest_buff,2131,QST_Desc_000421,为了设置技能，需要光的气息. 请和光的 使臣对话吧,,,,,,,
837,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000422,古愣指挥的级别比想象中要高，还好古愣术师们难以操纵他 ,,,,,,,
838,,0,,,quest_cam_alone_chest_buff,2114,QST_Desc_000423,"无论怎样，既然将帮助恢复了技能的 $GetName() 指定为新主人, 现在$GetName() 不再威胁我方，就不需要担心古愣了.",,,,,,,
400001,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000424,(样本)你好,,,,,,,
400002,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000425,(样本)请进来吧,,,,,,,
400003,,1,,,quest_cam_alone_medium_buff,0,QST_Desc_000426,（样本）这是什么,,,,,,,
400004,,1,,UI\Texture\SB_BtnAimHighSelected.png,quest_cam_alone_medium_buff,0,QST_Desc_000427,(样本)是画,,,,,,,
400005,,2,Movie\Intro.avi,,quest_cam_alone_medium_buff,0,QST_Desc_000428,(样本)视频,,,,,,,
400006,,0,,,quest_cam_alone_chest_buff,132,QST_Desc_000429,（样本）你好,,,,,,,
400007,,0,,,quest_cam_alone_chest_buff,1006,QST_Desc_000430,(样本)给柯麟看看,,,,,,,
400008,,0,,,quest_cam_alone_chest_buff,1010,QST_Desc_000431,(样本)来我这就行,,,,,,,
500001,,0,,,quest_cam_alone_chest_buff,51001,QST_Desc_000432,好的是考古代有明显的长时间这一地区东南边事情部领域。他在自己的窝里谁入侵不采取行动。,,,,,,,
501001,,0,,,quest_cam_alone_chest_buff,51001,QST_Desc_000433,第一次调查时地区勘探队没那么好的领域，他们有他们自己的整个生命都赶走后麾下的春光中草草原战役进攻了。,,,,,,,
502001,,0,,,quest_cam_alone_medium_buff,51001,QST_Desc_000434,后来，他不好的领域，再回到原状态。可是有明显的管理树种子区域为止离开这个地方了。这样的事情。,,,,,,,
503001,,0,,,quest_cam_alone_medium_buff,51001,QST_Desc_000435,也许我们来说是种好茶的愤怒的阴谋中是好事情。市树种子叶分析什么好就可以了。来吧。,,,,,,,
500002,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000436,你的树种子好叶分析你的魔法或是自由的。肯定是吸引他们的原因。,,,,,,,
501002,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000437,周围的班草不同植物的孢子释放，因为事情。你分析一下。来吧。,,,,,,,
500003,,0,,,quest_cam_alone_medium_buff,51001,QST_Desc_000438,树种子出没的班草。。。。。。。。,,,,,,,
501003,,0,,,quest_cam_alone_medium_buff,51001,QST_Desc_000439,渐渐知道势败了。树种子与怪兽处移动，也为我们止折磨它，你可以不知道。,,,,,,,
502003,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000440,最好的地方是不是好学生学者的工作是最让怪兽知道，什么也不知道。她拜托给我。,,,,,,,
500004,,0,,,quest_cam_alone_chest_buff,51077,QST_Desc_000441,我对怪兽研究。他们无缘无故就特别不离巢。这里太突然出现了。,,,,,,,
501004,,0,,,quest_cam_alone_chest_buff,51077,QST_Desc_000442,怪兽大张好动态观察了魔似的东西。他知道什么都不知道。为线索来。,,,,,,,
500005,,0,,,quest_cam_alone_chest_buff,51077,QST_Desc_000443,怪兽脑子里的根来的好。他利用动物控制。特殊情况以外，不使用的好方法。,,,,,,,
501005,,0,,,quest_cam_alone_chest_buff,51077,QST_Desc_000444,最近他刺激的事情。为何如此的事情发生了。知道什么命令，就要准备好。深渊需要花点。那个救了。,,,,,,,
500006,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000445,根的想法读，有明显的黄、苹果找你。多重要的东西，因此找不到的。,,,,,,,
501006,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000446,但是我们公司长久多知道神来保持就知道。但奇怪的信。他问我。,,,,,,,
500007,,0,,,quest_cam_alone_medium_buff,51003,QST_Desc_000447,黄金。苹果。,,,,,,,
501007,,0,,,quest_cam_alone_chest_buff,51003,QST_Desc_000448,黄、苹果！我想我也不是一样的。好的。那个。这就忆广，抓不住。,,,,,,,
502007,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000449,脆的三大好腿就想被抓住。大三大腿好长炮过来吧。不喜欢就不要。,,,,,,,
500008,,0,,,quest_cam_alone_chest_buff,51003,QST_Desc_000450,。好的。闪电划破了。,,,,,,,
501008,,0,,,quest_cam_alone_chest_buff,51003,QST_Desc_000451,好，好，敌喂大的最高。,,,,,,,
502008,,0,,,quest_cam_alone_medium_buff,51003,QST_Desc_000452,黄、苹果很遥远的过去，神们自己管理好花园为是遗物中的一个。植物生长也来了。,,,,,,,
503008,,0,,,quest_cam_alone_medium_buff,51003,QST_Desc_000453,音。其余三个好文物的忆不广。,,,,,,,
504008,,0,,,quest_cam_alone_medium_buff,51003,QST_Desc_000454,不知道！累了。这是我的了。我的学生的，就解决了。知道了吧。好的。,,,,,,,
500009,,0,,,quest_cam_alone_medium_buff,51014,QST_Desc_000455,这样的事情了。,,,,,,,
501009,,0,,,quest_cam_alone_chest_buff,51014,QST_Desc_000456,黄、苹果少，因为我们无法理解。我们与之无关。。,,,,,,,
502009,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000457,看电视的动作是我们撒气。不见了。,,,,,,,
503009,,0,,,quest_cam_alone_chest_buff,51014,QST_Desc_000458,更详细的了解。有明显的好的话就让你有更多的报价的话，功成。,,,,,,,
504009,,0,,,quest_cam_alone_chest_buff,51014,QST_Desc_000459,但是当孩子们的小麦，研究正常。检查点的密处，导致置领先。,,,,,,,
500010,,0,,,quest_cam_alone_medium_buff,51014,QST_Desc_000460,是的，我在会议上得到什么，那是好的灵魂，功成修改其报价。但麻烦的事情是需要准备的册封。,,,,,,,
501010,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000461,首先，瘟疫骷髅虫好眼睛。灵魂水晶的功成读日报。那就什么也不行。,,,,,,,
500011,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000462,好这刀刃会有根树，根皮好。他灵魂中功成修改报价能操纵和唱。知道了吧。,,,,,,,
500012,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000463,最后一场重要的愤怒的老松树是艺术的灵魂需要修改好。那里面的功成为了读日报。,,,,,,,
501012,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000464,也许粗暴地对待。好，让我来吧。,,,,,,,
500013,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000465,可爱的植物出现在我们的进攻性的原因吧。我们黄、苹果偷走的东西。,,,,,,,
501013,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000466,可们是我从来没有。是偷偷的。实验上，有趣的事情发生了。可惜啊。,,,,,,,
502013,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000467,反正我知道的只有这个。细节我就有明显的和直接的对话。该方法有光泽的知道，给她看。,,,,,,,
500014,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000468,有明显的对话的精神状态中的功能。这样的话让我精神高阳。那是个很难的事情。,,,,,,,
501014,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000469,杯。以做精。先恶煞的杯，在那里。,,,,,,,
500015,,0,,,quest_cam_alone_medium_buff,51022,QST_Desc_000470,日元的灵魂和接触性好，引导标志。有好茶的精神进入纯木长好。,,,,,,,
501015,,0,,,quest_cam_alone_medium_buff,51022,QST_Desc_000471,是的。好的我自己的灵魂。好的封面上的混乱。湖附近的树中有明显的手够好的了。,,,,,,,
500016,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000472,你的灵魂材料用拐杖。这个世界上你心灵的指引。但是训练的人使用，可以永恒，小心。,,,,,,,
501016,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000473,我准备好了。,,,,,,,
500017,,0,,,quest_cam_alone_chest_buff,51022,QST_Desc_000474,有明显的自我保护的黄、苹果们。我不知道这偷走。他过去的影像表现，隐约看到兽人好了。他误会的。,,,,,,,
501017,,0,,,quest_cam_alone_chest_buff,51022,QST_Desc_000475,那好愤怒太大，无法说服了。我们黄苹果、我的说服功能。你要知道这是求敌人环的动态膜性好。他说。,,,,,,,
500018,,0,,,quest_cam_alone_medium_buff,51022,QST_Desc_000476,有好表现的准确位置。你们知道好队长。但是不容易过。那好，灵魂只能得到修正。但是在功成报价就要先知道其他材料。,,,,,,,
501018,,0,,,quest_cam_alone_medium_buff,51022,QST_Desc_000477,好，你的红干杯。心脏和皮特的春光好吧好吧。来杯。,,,,,,,
500019,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000478,结束阶段。求敌人列号副队长是明显的。好的直属部队和特的膜，功成况是不好的。快是明显的好处，导致置才能知道那个位置。你是我的。事情就好漂亮，好就好。敌灵魂修改列号输给副队长。,,,,,,,
501019,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000479,和我约会的时间都没有。你能帮忙就可以了。好漂亮的事情就好敌砍人，灵魂来修改就可以了。,,,,,,,
500020,,0,,,quest_cam_alone_medium_buff,51026,QST_Desc_000480,你的灵魂是明显的好从哪知道了。上好这挑战的行动一直在求敌人。那好吧，坐在地上的愤怒的原因是没有时间看。他除才能上好政治和战争。,,,,,,,
501020,,0,,,quest_cam_alone_chest_buff,51026,QST_Desc_000481,但是这样就巢门口守着兰处，导致置是必须的。这好也会帮忙就不行了。只有你。,,,,,,,
500173,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000482,研究交给别人了。比我更专业。平衡是特藏严实秘归想出来了。,,,,,,,
501173,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000483,怎么办。无论如何，阿德利吧。,,,,,,,
510001,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000484,主人会突然回来之后新族长的蔗糖的们下摆折磨我。他受不了了。他和中砂轮抓到他广忆好了。狼爪可能利用它的计划。,,,,,,,
511001,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000485,下摆好广忆找到您。先被广忆找好位置。如果能利用好觉解。只要你相信。那我来吧,,,,,,,
510002,,0,,,quest_cam_alone_chest_buff,52029,QST_Desc_000486,当然也有好的地方，广忆隐约看到。模糊的，正确的位置不好，砂轮的英箱子里装的东西。当容易修改的形式了。,,,,,,,
511002,,0,,,quest_cam_alone_medium_buff,52029,QST_Desc_000487,好，这敌下摆好珍贵的忆广而不知道做什么。这是你的事情。快点，来吧。,,,,,,,
510003,,0,,,quest_cam_alone_medium_buff,52029,QST_Desc_000488,广忆下摆要还给了一般的方法有困难。他好忆广广忆提取出的拐杖。那就再无法挽回。,,,,,,,
511003,,0,,,quest_cam_alone_medium_buff,52029,QST_Desc_000489,虎牙山大王隆隆。好吧，只有你。来吧。,,,,,,,
510004,,0,,,quest_cam_alone_medium_buff,52029,QST_Desc_000490,广忆提取拐杖就广忆原来主人无法挽回。芝麻林秀晶有功能。,,,,,,,
511004,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000491,下摆必须找忆广。这也会好借好的手。,,,,,,,
510005,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000492,现在广忆哭了手机联会回来了。他求敌人寒风在平原上休息。,,,,,,,
511005,,0,,,quest_cam_alone_chest_buff,52029,QST_Desc_000493,广忆回来求敌人史酸水刷方法。他在继承先人的匕首。而好看水隐藏的线索。传说中的宝物好他强有力的势败了。那就统治世界的程度好的位置上。/ / n n系列手机的短剑进行调查。,,,,,,,
510006,,0,,,quest_cam_alone_chest_buff,52030,QST_Desc_000494,你对好德广忆恢复点，很感谢你。父亲去世前的时期。秘短剑是归了。。。。。。。,,,,,,,
511006,,0,,,quest_cam_alone_medium_buff,52030,QST_Desc_000495,我们家族世代继承了我。可惜的是我長城之后说的时期了。父亲怒气冲冲的卡尔叔叔很好。你要秘归了。,,,,,,,
512006,,0,,,quest_cam_alone_medium_buff,52030,QST_Desc_000496,你相信好匕首交。秘归一定放了吧。是我可逃走了。你知道好的错误。叔父困扰，但受了。第三哭狼族为了谋取事情要建议说。我听错了吧。,,,,,,,
513006,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000497,反正我是帮你的地方形成。我说。,,,,,,,
510007,,0,,,quest_cam_alone_medium_buff,52031,QST_Desc_000498,短剑，查看隐藏的文字。文字解释了单剑好主人或认可的短剑在光所隐藏的真相才都能写。主人和认可的手机和你的哭吧。,,,,,,,
511007,,0,,,quest_cam_alone_chest_buff,52031,QST_Desc_000499,想要破译的话就拿唔落依特石头来吧,,,,,,,
510008,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000500,真大呀！短剑散发出来的任何位置显示在地图和春光。没有霜湖和相似但不同的部分。这地方好冻前指导的。,,,,,,,
511008,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000501,目前，地图和相比其他部分的地图。拖网的杀软边，也都很好。巨魔们这个木桶保管。来吧。,,,,,,,
510009,,0,,,quest_cam_alone_chest_buff,52031,QST_Desc_000502,单剑好地图里的冰湖附近的地方。地图上的考古代好句子，我无法解释。,,,,,,,
511009,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000503,倍的论长老应该可以。请他翻译一下吧。,,,,,,,
510010,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000504,这一考古代好句子特定位置的方法。雷击岩石变成特别的秘诀。,,,,,,,
511010,,0,,,quest_cam_alone_medium_buff,52032,QST_Desc_000505,湖里救霜雷击岩石。那就找方法。,,,,,,,
510011,,0,,,quest_cam_alone_medium_buff,52032,QST_Desc_000506,闪电位置拐杖短剑敷位置告诉。一次使用拐杖。,,,,,,,
510012,,0,,,quest_cam_alone_chest_buff,0,QST_Desc_000507,光亮指着湖水的指定地点。在那之前接受我的一个嘱托吧。污染的钢铁战士这里周围转，干扰我的集中力。让他们安静吧。,,,,,,,
510013,,0,,,quest_cam_alone_chest_buff,52032,QST_Desc_000508,湖的南部部署了奇怪的树木附近冰尾巴匕首使用归秘出现。,,,,,,,
511013,,0,,,quest_cam_alone_chest_buff,52032,QST_Desc_000509,去那里看看吧,,,,,,,
510014,,0,,,quest_cam_alone_chest_buff,52032,QST_Desc_000510,在过去的好文物管理好自己的庭院为超越性的东西。好的自遗物都修改好了的可怕。势败。其中的水冻冰块和势败就好。本来是和平的目的而使用的，但错误使用大的灾难性的事情了。快拦住。,,,,,,,
511014,,0,,,quest_cam_alone_medium_buff,52032,QST_Desc_000511,赫斯联赛方法去找冰川峡谷，出发了。,,,,,,,
510015,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000512,等你。/ / n n不久前袭击了这里的嵌合体。抵挡不住了，没想到正迁移前族长的儿子哭狼手机出现了危机，帮助我们摆脱了。,,,,,,,
511015,,0,,,quest_cam_alone_medium_buff,52034,QST_Desc_000513,他说是嵌合体的贤狼族长的莎卡吧。/ / n n有所整理，手机族赶狼哭了我们哨所附近好了。然后你就给自己找的话。,,,,,,,
512015,,0,,,quest_cam_alone_medium_buff,52034,QST_Desc_000514,不过事情部的嵌合体，我们继续折磨着。嵌合体性处，导致置吧。,,,,,,,
510016,,0,,,quest_cam_alone_chest_buff,52034,QST_Desc_000515,如果一个好的区城的寒气冒出来。随便接近的。他最近在调整冷气设备。但是，该装置也狼族外好吧，你想的多了。,,,,,,,
511016,,0,,,quest_cam_alone_chest_buff,52034,QST_Desc_000516,方法是没有。我的皮肤和眼睛。利用草药就可以避免。血压，但没有解决。看楼车。,,,,,,,
510017,,0,,,quest_cam_alone_chest_buff,52034,QST_Desc_000517,我的皮肤和眼睛一起构成了解你了。目前有冷气也可以忍受。效果的事情时的事情，你要小心点。,,,,,,,
511017,,0,,,quest_cam_alone_chest_buff,52034,QST_Desc_000518,在最近的冷气设备破坏。,,,,,,,
510018,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000519,现在有好的性能。叔父报仇而不是两类。我是不是好的就没有。,,,,,,,
511018,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000520,你还和他处，导致置才能为狼族。但夏车不多的绊脚石。,,,,,,,
512018,,0,,,quest_cam_alone_medium_buff,52035,QST_Desc_000521,暴雪好耶提代表。他们的物理不小类难以接近。置处，导致他们的才能。,,,,,,,
510019,,0,,,quest_cam_alone_chest_buff,52035,QST_Desc_000522,暴雪是我好的事情。莎卡很好的剧迷好滑雪工会誓言更可怕的存敌人。他们长大的绊脚石。,,,,,,,
511019,,0,,,quest_cam_alone_chest_buff,52035,QST_Desc_000523,莎卡好的样子就好极光滑雪工会处，导致置才能。,,,,,,,
510020,,0,,,quest_cam_alone_chest_buff,52035,QST_Desc_000524,现在只剩下两大类。,,,,,,,
511020,,0,,,quest_cam_alone_chest_buff,52035,QST_Desc_000525,爸爸了，万恶的冰，我们尾巴狼族陷入了泥潭。他打倒和平找回来。那么为了先守城门的双卡打倒。和你关系的请求。,,,,,,,
530001,,0,,,quest_cam_alone_chest_buff,53001,QST_Desc_000526,一个好的春光平源调查，我班上来的英雄。英雄听到我的声音，这是单纯的偶然，而是必然。,,,,,,,
531001,,0,,,quest_cam_alone_chest_buff,53001,QST_Desc_000527,英雄。公开身份，而我是个好春光平原居民想帮助移动。这地方好居民求敌人危险的婴儿玩的很好。而生命受到威胁。,,,,,,,
532001,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000528,大英雄的名声是弱者的痛苦回避不好写下。饥饿的婴儿玩的很置处，导致了居民。,,,,,,,
530002,,0,,,quest_cam_alone_medium_buff,53034,QST_Desc_000529,英雄一样好春光平源性。对吗？天马战争的伟大和当时的我们月好春光平元英雄而贫瘠的荒地上未干的水原和枯萎的树。/ / n的n就是生命好瀑布和池塘，还有风正好年好树。,,,,,,,
531002,,0,,,quest_cam_alone_chest_buff,53034,QST_Desc_000530,可是一天，一个男人的春光平原上。该村所有者的悲剧埋起来了。大地和江河腐烂了，死了你的！但我看人的话，什么都做不了了。,,,,,,,
532002,,0,,,quest_cam_alone_chest_buff,53034,QST_Desc_000531,我的所有事情的原因，掌握好甜好春光平原，再以挽回。首先，腐败的土地净化。/ / n n研究元妃一样，也许她是腐败的土地净化的方法知道的。和田妃好吧。,,,,,,,
530003,,0,,,quest_cam_alone_chest_buff,53081,QST_Desc_000532,这是当时大陵园天马战争前的月平源的春光好英雄埋在里面。但是那样的伟大英雄也不意外。功成日报称，只要服务好盔甲和武器。这些尸体，派遣部队去袭击着无差别。,,,,,,,
531003,,0,,,quest_cam_alone_chest_buff,53081,QST_Desc_000533,派遣部队的尸体陵园外出的。。。不好的地方化的精锐部队压倒实力是谁都好！以主义撕裂。,,,,,,,
532003,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000534,命好的主人自豪的英雄安息高重新找到帮助。请求。,,,,,,,
530004,,0,,,quest_cam_alone_chest_buff,53111,QST_Desc_000535,听到了。我是个好春光平源管理跟材质好妻子已经个月了。幽灵了。,,,,,,,
531004,,0,,,quest_cam_alone_chest_buff,53111,QST_Desc_000536,我丈夫因病去世后，我为了救他，我好去怂恿他奉命上好的傀儡了。敌人也奉命求好的重复实验和创造的怪物。,,,,,,,
532004,,0,,,quest_cam_alone_medium_buff,53111,QST_Desc_000537,村前好鲜红颜色，吸引珠，珠。死好山好忧虑和痛苦来吸收的珠子，好叫你去的那个怪物制造好动力试验和使用。,,,,,,,
533004,,0,,,quest_cam_alone_medium_buff,53111,QST_Desc_000538,珠也要破坏敌人都好。吸引着佛珠，破坏。,,,,,,,
530005,,0,,,quest_cam_alone_medium_buff,53111,QST_Desc_000539,现在我们看到的地方化性好的高卢好处，导致置手下全部。但是他们就好势力功能的问题。就是我的丈夫。,,,,,,,
531005,,0,,,quest_cam_alone_chest_buff,53111,QST_Desc_000540,。。。。。。。/ / n n丈夫死的诅咒可以重复的过程中，他自己也成了牺牲品。诅咒侵蚀了原来的样子都留有痕迹。,,,,,,,
532005,,0,,,quest_cam_alone_chest_buff,53111,QST_Desc_000541,杀。又杀了。现在他去执行命令。好的事情。堕落者不被打倒的纹理。,,,,,,,
530006,,0,,,quest_cam_alone_chest_buff,53111,QST_Desc_000542,英雄的帮助，好丈夫，健康物会被债务也全部完成了。最后势英雄败借好。太阳光物所有事情的全部情况。,,,,,,,
531006,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000543,可是众所周知的。我的声音他够不着。健康是好物。这个报告的请求。然后再次表示感谢。,,,,,,,
540001,,0,,,quest_cam_alone_chest_buff,54001,QST_Desc_000544,我知道好的环式负载，监察部长贝43岁。为了救英雄好合作，在这里等着你。,,,,,,,
541001,,0,,,quest_cam_alone_chest_buff,54001,QST_Desc_000545,我公司地们不好。我完全控制这一地区。最后为止的太阳岛上号好。不好卖的友好的权力，所有事情圆满解决了。,,,,,,,
542001,,0,,,quest_cam_alone_chest_buff,54001,QST_Desc_000546,但地标太阳岛是近水楼台先得好，敌势败友好派驱逐和我给们敌好采取行动的符号，再打好争论的导火索燃烧起来了。真的很突然的事情。,,,,,,,
543001,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000547,高丽阿斯 需要知道火种的原因。判断真伪需要资料，难道不想将岛上的士兵处置，将作战命令书拿回来吗？,,,,,,,
540005,,0,,,quest_cam_alone_chest_buff,54031,QST_Desc_000548,岛上是以封闭种族而出名.就算与我们交谈也会有所隐瞒，但是这里有专家在,,,,,,,
541005,,0,,,quest_cam_alone_chest_buff,54031,QST_Desc_000549,秘鲁师傅说根据研究来看岛上用同盟将对方标记的灰给予装饰，如果到会贝尔哈的一定就能拿到装饰,,,,,,,
542005,,0,,,quest_cam_alone_medium_buff,54031,QST_Desc_000550,如果是这个的话会很奏效的！处置监察兵并把装饰品拿来吧,,,,,,,
540009,,0,,,quest_cam_alone_chest_buff,54073,QST_Desc_000551,在同事那里听说了你的事情，你是一位优秀的战士，知恩图报之人，人人敬佩。虽然应当立即报恩，但是现在的状况不宜。,,,,,,,
541009,,0,,,quest_cam_alone_chest_buff,54073,QST_Desc_000552,一部分的队友已经被破灭的石像精神支配所控制，敌人的的力量逐渐强大，积少成多的弱者落到敌人的手中，我们的种族也会消失。,,,,,,,
542009,,0,,,quest_cam_alone_medium_buff,0,QST_Desc_000553,需要你的帮助，为了从术中逃脱出来进行防御,,,,,,,
540014,,0,,,quest_cam_alone_chest_buff,54091,QST_Desc_000554,如果我没有在洞窟里发现草也就不会酿成悲剧。。。。。那边巨大的碎片是最强的战士们的痕迹，拥有着永远不灭的草之力量的身躯的伟大战士们。,,,,,,,
541014,,0,,,quest_cam_alone_chest_buff,54091,QST_Desc_000555,敌对的石像。我们利用这个信息，我们可以说服了。我们希望和平共处的，但最终是会上做了。,,,,,,,
542014,,0,,,quest_cam_alone_medium_buff,54091,QST_Desc_000556,敌对的受到这线再偷我的心脏的设计图要求。约束，那里面的火草无我的工作是必要的。,,,,,,,
543014,,0,,,quest_cam_alone_medium_buff,54091,QST_Desc_000557,上次战役将一半设计图落到了敌人手中， 敌人现在想把剩下的半张也拿来,,,,,,,
544014,,0,,,quest_cam_alone_chest_buff,54091,QST_Desc_000558,用我的假设计图引诱敌人的话一定没问题.到那时处置敌人，找回剩下的设计图。,,,,,,,
540016,,0,,,quest_cam_alone_medium_buff,54097,QST_Desc_000559,我们秘密的想阻止破灭的石像，亲历亲为,,,,,,,
541016,,0,,,quest_cam_alone_medium_buff,54097,QST_Desc_000560,"但是 敌人开始操纵 我们 岛的思维. 我和我的部下淘到别的种族里，但也无用，叫咖喱啦的人控制着这里, 我们完全被孤立了!",,,,,,,
542016,,0,,,quest_cam_alone_chest_buff,54097,QST_Desc_000561,借用你们的势力吧 必须处决狡猾的主导所有 事情的敌人势力 敌人头领  为了设计图   ,,,,,,,
543016,,0,,,quest_cam_alone_chest_buff,54097,QST_Desc_000562,要是又火眼金睛就可以马上定位了/n /n 处置残忍的俗呢么把他的火眼精经拿来吧,,,,,,,
540018,,0,,,quest_cam_alone_medium_buff,54097,QST_Desc_000563,敌人把守着山洞口，那里肯定有情况。 说不定有破灭的石像,,,,,,,
541018,,0,,,quest_cam_alone_chest_buff,54097,QST_Desc_000564,但是得先处理与敌人的设计图 。 落到邪恶的人手中悲剧一样会发生,,,,,,,
542018,,0,,,quest_cam_alone_chest_buff,54097,QST_Desc_000565,把石像的核心设计图拿来吧,,,,,,,
